flight_date,flight_number,from_full,to_full,from_airport,to_airport,aircraft,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay,arrival_delay,scheduled_hour,day_of_week,next_flight_dep,next_flight_delay,turnaround_mins,cascade_score
2025-07-19, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-EXQ),2025-07-19 06:35:00,2025-07-19 06:37:00,2025-07-19 08:30:00,2025-07-19 07:54:00,2.0,-36.0,6,Saturday,,,,0.0
2025-07-19, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-EXR),2025-07-19 07:45:00,2025-07-19 07:56:00,2025-07-19 09:55:00,2025-07-19 09:42:00,11.0,-13.0,7,Saturday,,,,0.0
2025-07-25, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A20N (VT-EXT),2025-07-25 06:50:00,2025-07-25 07:04:00,2025-07-25 08:55:00,2025-07-25 08:50:00,14.0,-5.0,6,Friday,,,,0.0
2025-07-22, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A20N (VT-EXU),2025-07-22 06:50:00,2025-07-22 06:59:00,2025-07-22 08:55:00,2025-07-22 08:37:00,9.0,-18.0,6,Tuesday,2025-07-23 08:07:00,22.0,1410.0,0.0
2025-07-23, ,Mumbai (BOM),Bangkok (BKK),BOM,BKK,A20N (VT-EXU),2025-07-23 07:45:00,2025-07-23 08:07:00,2025-07-23 13:35:00,2025-07-23 14:07:00,22.0,32.0,7,Wednesday,2025-07-25 06:20:00,20.0,2413.0,0.0
2025-07-25, ,Mumbai (BOM),Chandigarh (IXC),BOM,IXC,A20N (VT-EXU),2025-07-25 06:00:00,2025-07-25 06:20:00,2025-07-25 08:10:00,2025-07-25 08:14:00,20.0,4.0,6,Friday,,,,0.0
2025-07-20, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A20N (VT-EXV),2025-07-20 06:00:00,2025-07-20 06:11:00,2025-07-20 07:25:00,2025-07-20 07:23:00,11.0,-2.0,6,Sunday,2025-07-21 07:09:00,19.0,1426.0,0.0
2025-07-21, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A20N (VT-EXV),2025-07-21 06:50:00,2025-07-21 07:09:00,2025-07-21 08:55:00,2025-07-21 08:52:00,19.0,-3.0,6,Monday,2025-07-23 06:26:00,26.0,2734.0,0.0
2025-07-23, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A20N (VT-EXV),2025-07-23 06:00:00,2025-07-23 06:26:00,2025-07-23 07:25:00,2025-07-23 07:31:00,26.0,6.0,6,Wednesday,,,,0.0
2025-07-20, ,Mumbai (BOM),Ahmedabad (AMD),BOM,AMD,A20N (VT-IIE),2025-07-20 08:55:00,2025-07-20 09:01:00,2025-07-20 10:15:00,2025-07-20 09:54:00,6.0,-21.0,8,Sunday,2025-07-23 06:35:00,15.0,4121.0,0.0
2025-07-23, ,Mumbai (BOM),Ahmedabad (AMD),BOM,AMD,A20N (VT-IIE),2025-07-23 06:20:00,2025-07-23 06:35:00,2025-07-23 07:40:00,2025-07-23 07:23:00,15.0,-17.0,6,Wednesday,,,,0.0
2025-07-21, ,Mumbai (BOM),Siliguri (IXB),BOM,IXB,A20N (VT-IIH),2025-07-21 07:50:00,2025-07-21 08:37:00,2025-07-21 10:55:00,2025-07-21 11:14:00,47.0,19.0,7,Monday,2025-07-22 07:23:00,-2.0,1209.0,0.0
2025-07-22, ,Mumbai (BOM),Bhopal (BHO),BOM,BHO,A20N (VT-IIH),2025-07-22 07:25:00,2025-07-22 07:23:00,2025-07-22 09:00:00,2025-07-22 08:30:00,-2.0,-30.0,7,Tuesday,2025-07-23 07:37:00,2.0,1387.0,0.0
2025-07-23, ,Mumbai (BOM),Coimbatore (CJB),BOM,CJB,A20N (VT-IIH),2025-07-23 07:35:00,2025-07-23 07:37:00,2025-07-23 09:30:00,2025-07-23 09:04:00,2.0,-26.0,7,Wednesday,2025-07-24 07:25:00,0.0,1341.0,0.0
2025-07-24, ,Mumbai (BOM),Goa (GOX),BOM,GOX,A20N (VT-IIH),2025-07-24 07:25:00,2025-07-24 07:25:00,2025-07-24 08:35:00,2025-07-24 08:08:00,0.0,-27.0,7,Thursday,2025-07-25 08:17:00,27.0,1449.0,0.0
2025-07-25, ,Mumbai (BOM),Siliguri (IXB),BOM,IXB,A20N (VT-IIH),2025-07-25 07:50:00,2025-07-25 08:17:00,2025-07-25 10:55:00,2025-07-25 10:56:00,27.0,1.0,7,Friday,,,,0.0
2025-07-22, ,Mumbai (BOM),Ahmedabad (AMD),BOM,AMD,A20N (VT-IIL),2025-07-22 08:55:00,2025-07-22 09:46:00,2025-07-22 10:15:00,2025-07-22 10:36:00,51.0,21.0,8,Tuesday,,,,0.0
2025-07-23, ,Mumbai (BOM),Dubai (DXB),BOM,DXB,A20N (VT-IIO),2025-07-23 08:10:00,2025-07-23 08:32:00,2025-07-23 09:40:00,2025-07-23 09:21:00,22.0,-19.0,8,Wednesday,,,,0.0
2025-07-22, ,Mumbai (BOM),Colombo (CMB),BOM,CMB,A20N (VT-IIQ),2025-07-22 06:10:00,2025-07-22 07:07:00,2025-07-22 08:45:00,2025-07-22 09:10:00,57.0,25.0,6,Tuesday,,,,0.0
2025-07-20, ,Mumbai (BOM),Siliguri (IXB),BOM,IXB,A20N (VT-IIS),2025-07-20 07:50:00,2025-07-20 08:07:00,2025-07-20 10:55:00,2025-07-20 10:42:00,17.0,-13.0,7,Sunday,2025-07-21 07:27:00,2.0,1245.0,0.0
2025-07-21, ,Mumbai (BOM),Bhopal (BHO),BOM,BHO,A20N (VT-IIS),2025-07-21 07:25:00,2025-07-21 07:27:00,2025-07-21 09:00:00,2025-07-21 08:33:00,2.0,-27.0,7,Monday,2025-07-23 09:12:00,22.0,2919.0,0.0
2025-07-23, ,Mumbai (BOM),Mangaluru (IXE),BOM,IXE,A20N (VT-IIS),2025-07-23 08:50:00,2025-07-23 09:12:00,2025-07-23 10:20:00,2025-07-23 10:19:00,22.0,-1.0,8,Wednesday,,,,0.0
2025-07-20, ,Mumbai (BOM),Jakarta (CGK),BOM,CGK,A20N (VT-IIU),2025-07-20 06:35:00,2025-07-20 06:57:00,2025-07-20 14:50:00,2025-07-20 14:29:00,22.0,-21.0,6,Sunday,2025-07-25 06:36:00,16.0,6727.0,0.0
2025-07-25, ,Mumbai (BOM),Ahmedabad (AMD),BOM,AMD,A20N (VT-IIU),2025-07-25 06:20:00,2025-07-25 06:36:00,2025-07-25 07:40:00,2025-07-25 07:23:00,16.0,-17.0,6,Friday,,,,0.0
2025-07-19, ,Mumbai (BOM),Coimbatore (CJB),BOM,CJB,A20N (VT-IIW),2025-07-19 07:35:00,2025-07-19 07:51:00,2025-07-19 09:30:00,2025-07-19 09:19:00,16.0,-11.0,7,Saturday,2025-07-21 10:42:00,112.0,2963.0,0.0
2025-07-21, ,Mumbai (BOM),Mangaluru (IXE),BOM,IXE,A20N (VT-IIW),2025-07-21 08:50:00,2025-07-21 10:42:00,2025-07-21 10:20:00,2025-07-21 11:49:00,112.0,89.0,8,Monday,2025-07-22 07:27:00,2.0,1178.0,0.0
2025-07-22, ,Mumbai (BOM),Goa (GOX),BOM,GOX,A20N (VT-IIW),2025-07-22 07:25:00,2025-07-22 07:27:00,2025-07-22 08:35:00,2025-07-22 08:17:00,2.0,-18.0,7,Tuesday,,,,0.0
2025-07-19, ,Mumbai (BOM),Dubai (DXB),BOM,DXB,A20N (VT-IIX),2025-07-19 08:10:00,2025-07-19 08:36:00,2025-07-19 09:40:00,2025-07-19 09:35:00,26.0,-5.0,8,Saturday,2025-07-20 07:22:00,-3.0,1307.0,0.0
2025-07-20, ,Mumbai (BOM),Goa (GOX),BOM,GOX,A20N (VT-IIX),2025-07-20 07:25:00,2025-07-20 07:22:00,2025-07-20 08:35:00,2025-07-20 08:08:00,-3.0,-27.0,7,Sunday,2025-07-21 07:11:00,36.0,1383.0,0.0
2025-07-21, ,Mumbai (BOM),Jakarta (CGK),BOM,CGK,A20N (VT-IIX),2025-07-21 06:35:00,2025-07-21 07:11:00,2025-07-21 14:50:00,2025-07-21 14:51:00,36.0,1.0,6,Monday,2025-07-23 09:33:00,38.0,2562.0,0.0
2025-07-23, ,Mumbai (BOM),Ahmedabad (AMD),BOM,AMD,A20N (VT-IIX),2025-07-23 08:55:00,2025-07-23 09:33:00,2025-07-23 10:15:00,2025-07-23 10:25:00,38.0,10.0,8,Wednesday,,,,0.0
2025-07-19, ,Mumbai (BOM),Mangaluru (IXE),BOM,IXE,A20N (VT-IJR),2025-07-19 08:50:00,2025-07-19 09:06:00,2025-07-19 10:20:00,2025-07-19 10:11:00,16.0,-9.0,8,Saturday,,,,0.0
2025-07-22, ,Mumbai (BOM),Ahmedabad (AMD),BOM,AMD,A20N (VT-IJX),2025-07-22 06:20:00,2025-07-22 06:33:00,2025-07-22 07:40:00,2025-07-22 07:23:00,13.0,-17.0,6,Tuesday,,,,0.0
2025-07-19, ,Mumbai (BOM),Colombo (CMB),BOM,CMB,A20N (VT-IJY),2025-07-19 06:10:00,2025-07-19 06:28:00,2025-07-19 08:45:00,2025-07-19 08:48:00,18.0,3.0,6,Saturday,,,,0.0
2025-07-25, ,Mumbai (BOM),Colombo (CMB),BOM,CMB,A20N (VT-IJZ),2025-07-25 06:10:00,2025-07-25 06:54:00,2025-07-25 08:45:00,2025-07-25 09:00:00,44.0,15.0,6,Friday,,,,0.0
2025-07-21, ,Mumbai (BOM),Goa (GOX),BOM,GOX,A20N (VT-IPD),2025-07-21 07:25:00,2025-07-21 07:41:00,2025-07-21 08:35:00,2025-07-21 08:31:00,16.0,-4.0,7,Monday,2025-07-25 08:30:00,20.0,5759.0,0.0
2025-07-25, ,Mumbai (BOM),Dubai (DXB),BOM,DXB,A20N (VT-IPD),2025-07-25 08:10:00,2025-07-25 08:30:00,2025-07-25 09:40:00,2025-07-25 09:34:00,20.0,-6.0,8,Friday,,,,0.0
2025-07-24, ,Mumbai (BOM),Dubai (DXB),BOM,DXB,A20N (VT-IPI),2025-07-24 08:10:00,2025-07-24 08:26:00,2025-07-24 09:40:00,2025-07-24 09:21:00,16.0,-19.0,8,Thursday,,,,0.0
2025-07-23, ,Mumbai (BOM),Colombo (CMB),BOM,CMB,A20N (VT-IPU),2025-07-23 06:10:00,2025-07-23 07:31:00,2025-07-23 08:45:00,2025-07-23 09:37:00,81.0,52.0,6,Wednesday,,,,0.0
2025-07-21, ,Mumbai (BOM),Ahmedabad (AMD),BOM,AMD,A20N (VT-IPW),2025-07-21 08:55:00,2025-07-21 10:20:00,2025-07-21 10:15:00,2025-07-21 11:23:00,85.0,68.0,8,Monday,,,,0.0
2025-07-21, ,Mumbai (BOM),Jaipur (JAI),BOM,JAI,A20N (VT-IQA),2025-07-21 08:35:00,2025-07-21 11:01:00,2025-07-21 10:25:00,2025-07-21 12:26:00,146.0,121.0,8,Monday,,,,0.0
2025-07-24, ,Mumbai (BOM),Ahmedabad (AMD),BOM,AMD,A20N (VT-IQC),2025-07-24 08:55:00,2025-07-24 09:08:00,2025-07-24 10:15:00,2025-07-24 10:02:00,13.0,-13.0,8,Thursday,,,,0.0
2025-07-22, ,Mumbai (BOM),Siliguri (IXB),BOM,IXB,A20N (VT-IQF),2025-07-22 07:50:00,2025-07-22 08:03:00,2025-07-22 10:55:00,2025-07-22 10:31:00,13.0,-24.0,7,Tuesday,2025-07-23 07:30:00,5.0,1259.0,0.0
2025-07-23, ,Mumbai (BOM),Goa (GOX),BOM,GOX,A20N (VT-IQF),2025-07-23 07:25:00,2025-07-23 07:30:00,2025-07-23 08:35:00,2025-07-23 08:15:00,5.0,-20.0,7,Wednesday,,,,0.0
2025-07-22, ,Mumbai (BOM),Coimbatore (CJB),BOM,CJB,A20N (VT-IQG),2025-07-22 07:35:00,2025-07-22 07:33:00,2025-07-22 09:30:00,2025-07-22 09:01:00,-2.0,-29.0,7,Tuesday,2025-07-23 07:23:00,-2.0,1342.0,0.0
2025-07-23, ,Mumbai (BOM),Bhopal (BHO),BOM,BHO,A20N (VT-IQG),2025-07-23 07:25:00,2025-07-23 07:23:00,2025-07-23 09:00:00,2025-07-23 08:30:00,-2.0,-30.0,7,Wednesday,2025-07-25 09:21:00,31.0,2931.0,0.0
2025-07-25, ,Mumbai (BOM),Mangaluru (IXE),BOM,IXE,A20N (VT-IQG),2025-07-25 08:50:00,2025-07-25 09:21:00,2025-07-25 10:20:00,2025-07-25 10:31:00,31.0,11.0,8,Friday,,,,0.0
2025-07-22, ,Mumbai (BOM),Jaipur (JAI),BOM,JAI,A20N (VT-IQH),2025-07-22 08:35:00,2025-07-22 08:42:00,2025-07-22 10:25:00,2025-07-22 10:05:00,7.0,-20.0,8,Tuesday,,,,0.0
2025-07-21, ,Mumbai (BOM),Colombo (CMB),BOM,CMB,A20N (VT-IQI),2025-07-21 06:10:00,2025-07-21 07:14:00,2025-07-21 08:45:00,2025-07-21 09:16:00,64.0,31.0,6,Monday,,,,0.0
2025-07-19, ,Mumbai (BOM),Siliguri (IXB),BOM,IXB,A20N (VT-IQK),2025-07-19 07:50:00,2025-07-19 08:03:00,2025-07-19 10:55:00,2025-07-19 10:33:00,13.0,-22.0,7,Saturday,2025-07-20 08:04:00,29.0,1291.0,0.0
2025-07-20, ,Mumbai (BOM),Coimbatore (CJB),BOM,CJB,A20N (VT-IQK),2025-07-20 07:35:00,2025-07-20 08:04:00,2025-07-20 09:30:00,2025-07-20 09:34:00,29.0,4.0,7,Sunday,2025-07-24 08:58:00,8.0,5724.0,0.0
2025-07-24, ,Mumbai (BOM),Mangaluru (IXE),BOM,IXE,A20N (VT-IQK),2025-07-24 08:50:00,2025-07-24 08:58:00,2025-07-24 10:20:00,2025-07-24 10:10:00,8.0,-10.0,8,Thursday,,,,0.0
2025-07-20, ,Mumbai (BOM),Dubai (DXB),BOM,DXB,A20N (VT-IQO),2025-07-20 08:10:00,2025-07-20 08:40:00,2025-07-20 09:40:00,2025-07-20 09:35:00,30.0,-5.0,8,Sunday,2025-07-24 08:03:00,13.0,5668.0,0.0
2025-07-24, ,Mumbai (BOM),Siliguri (IXB),BOM,IXB,A20N (VT-IQO),2025-07-24 07:50:00,2025-07-24 08:03:00,2025-07-24 10:55:00,2025-07-24 10:36:00,13.0,-19.0,7,Thursday,,,,0.0
2025-07-24, ,Mumbai (BOM),Coimbatore (CJB),BOM,CJB,A20N (VT-ISJ),2025-07-24 07:35:00,2025-07-24 07:47:00,2025-07-24 09:30:00,2025-07-24 09:15:00,12.0,-15.0,7,Thursday,2025-07-25 07:30:00,5.0,1335.0,0.0
2025-07-25, ,Mumbai (BOM),Bhopal (BHO),BOM,BHO,A20N (VT-ISJ),2025-07-25 07:25:00,2025-07-25 07:30:00,2025-07-25 09:00:00,2025-07-25 08:40:00,5.0,-20.0,7,Friday,,,,0.0
2025-07-25, ,Mumbai (BOM),Coimbatore (CJB),BOM,CJB,A20N (VT-ISK),2025-07-25 07:35:00,2025-07-25 07:52:00,2025-07-25 09:30:00,2025-07-25 09:24:00,17.0,-6.0,7,Friday,,,,0.0
2025-07-24, ,Mumbai (BOM),Ahmedabad (AMD),BOM,AMD,A20N (VT-ISM),2025-07-24 06:20:00,2025-07-24 06:19:00,2025-07-24 07:40:00,2025-07-24 07:15:00,-1.0,-25.0,6,Thursday,,,,0.0
2025-07-23, ,Mumbai (BOM),Jaipur (JAI),BOM,JAI,A20N (VT-ISP),2025-07-23 08:35:00,2025-07-23 08:52:00,2025-07-23 10:25:00,2025-07-23 10:15:00,17.0,-10.0,8,Wednesday,,,,0.0
2025-07-20, ,Mumbai (BOM),Mangaluru (IXE),BOM,IXE,A20N (VT-ITR),2025-07-20 08:50:00,2025-07-20 09:09:00,2025-07-20 10:20:00,2025-07-20 10:14:00,19.0,-6.0,8,Sunday,,,,0.0
2025-07-19, ,Mumbai (BOM),Goa (GOX),BOM,GOX,A20N (VT-ITV),2025-07-19 07:25:00,2025-07-19 07:35:00,2025-07-19 08:35:00,2025-07-19 08:21:00,10.0,-14.0,7,Saturday,,,,0.0
2025-07-20, ,Mumbai (BOM),Colombo (CMB),BOM,CMB,A20N (VT-ITZ),2025-07-20 06:10:00,2025-07-20 06:52:00,2025-07-20 08:45:00,2025-07-20 08:55:00,42.0,10.0,6,Sunday,2025-07-24 06:34:00,24.0,5619.0,0.0
2025-07-24, ,Mumbai (BOM),Colombo (CMB),BOM,CMB,A20N (VT-ITZ),2025-07-24 06:10:00,2025-07-24 06:34:00,2025-07-24 08:45:00,2025-07-24 08:36:00,24.0,-9.0,6,Thursday,,,,0.0
2025-07-22, ,Mumbai (BOM),Mangaluru (IXE),BOM,IXE,A20N (VT-IVB),2025-07-22 08:50:00,2025-07-22 08:54:00,2025-07-22 10:20:00,2025-07-22 09:58:00,4.0,-22.0,8,Tuesday,,,,0.0
2025-07-21, ,Mumbai (BOM),Coimbatore (CJB),BOM,CJB,A20N (VT-IVE),2025-07-21 07:35:00,2025-07-21 07:48:00,2025-07-21 09:30:00,2025-07-21 09:16:00,13.0,-14.0,7,Monday,,,,0.0
2025-07-19, ,Mumbai (BOM),Bhopal (BHO),BOM,BHO,A20N (VT-IVY),2025-07-19 07:25:00,2025-07-19 07:37:00,2025-07-19 09:00:00,2025-07-19 08:41:00,12.0,-19.0,7,Saturday,2025-07-20 07:31:00,6.0,1370.0,0.0
2025-07-20, ,Mumbai (BOM),Bhopal (BHO),BOM,BHO,A20N (VT-IVY),2025-07-20 07:25:00,2025-07-20 07:31:00,2025-07-20 09:00:00,2025-07-20 08:36:00,6.0,-24.0,7,Sunday,,,,0.0
2025-07-19, ,Mumbai (BOM),Jakarta (CGK),BOM,CGK,A20N (VT-IXF),2025-07-19 06:35:00,2025-07-19 07:20:00,2025-07-19 14:50:00,2025-07-19 15:01:00,45.0,11.0,6,Saturday,,,,0.0
2025-07-23, ,Mumbai (BOM),Jakarta (CGK),BOM,CGK,A20N (VT-IXG),2025-07-23 06:35:00,2025-07-23 07:19:00,2025-07-23 14:50:00,2025-07-23 14:57:00,44.0,7.0,6,Wednesday,,,,0.0
2025-07-25, ,Mumbai (BOM),Jakarta (CGK),BOM,CGK,A20N (VT-IXH),2025-07-25 06:35:00,2025-07-25 07:05:00,2025-07-25 14:50:00,2025-07-25 14:40:00,30.0,-10.0,6,Friday,,,,0.0
2025-07-19, ,Mumbai (BOM),Jaipur (JAI),BOM,JAI,A20N (VT-IXI),2025-07-19 08:35:00,2025-07-19 08:44:00,2025-07-19 10:25:00,2025-07-19 10:05:00,9.0,-20.0,8,Saturday,2025-07-23 08:19:00,29.0,5654.0,0.0
2025-07-23, ,Mumbai (BOM),Siliguri (IXB),BOM,IXB,A20N (VT-IXI),2025-07-23 07:50:00,2025-07-23 08:19:00,2025-07-23 10:55:00,2025-07-23 10:58:00,29.0,3.0,7,Wednesday,,,,0.0
2025-07-22, ,Mumbai (BOM),Jakarta (CGK),BOM,CGK,A20N (VT-IXM),2025-07-22 06:35:00,2025-07-22 07:11:00,2025-07-22 14:50:00,2025-07-22 14:36:00,36.0,-14.0,6,Tuesday,2025-07-24 07:07:00,32.0,2431.0,0.0
2025-07-24, ,Mumbai (BOM),Jakarta (CGK),BOM,CGK,A20N (VT-IXM),2025-07-24 06:35:00,2025-07-24 07:07:00,2025-07-24 14:50:00,2025-07-24 14:51:00,32.0,1.0,6,Thursday,,,,0.0
2025-07-21, ,Mumbai (BOM),Ahmedabad (AMD),BOM,AMD,A20N (VT-IXN),2025-07-21 06:20:00,2025-07-21 06:50:00,2025-07-21 07:40:00,2025-07-21 07:40:00,30.0,0.0,6,Monday,,,,0.0
2025-07-20, ,Mumbai (BOM),Jaipur (JAI),BOM,JAI,A20N (VT-IXO),2025-07-20 08:35:00,2025-07-20 08:45:00,2025-07-20 10:25:00,2025-07-20 10:08:00,10.0,-17.0,8,Sunday,,,,0.0
2025-07-24, ,Mumbai (BOM),Jaipur (JAI),BOM,JAI,A20N (VT-IZC),2025-07-24 08:35:00,2025-07-24 08:47:00,2025-07-24 10:25:00,2025-07-24 10:12:00,12.0,-13.0,8,Thursday,,,,0.0
2025-07-20, ,Mumbai (BOM),Ahmedabad (AMD),BOM,AMD,A20N (VT-IZD),2025-07-20 06:20:00,2025-07-20 06:27:00,2025-07-20 07:40:00,2025-07-20 07:16:00,7.0,-24.0,6,Sunday,,,,0.0
2025-07-21, ,Mumbai (BOM),Dubai (DXB),BOM,DXB,A20N (VT-IZE),2025-07-21 08:10:00,2025-07-21 09:16:00,2025-07-21 09:40:00,2025-07-21 10:12:00,66.0,32.0,8,Monday,2025-07-22 08:28:00,18.0,1336.0,0.0
2025-07-22, ,Mumbai (BOM),Dubai (DXB),BOM,DXB,A20N (VT-IZE),2025-07-22 08:10:00,2025-07-22 08:28:00,2025-07-22 09:40:00,2025-07-22 09:26:00,18.0,-14.0,8,Tuesday,,,,0.0
2025-07-24, ,Mumbai (BOM),Chandigarh (IXC),BOM,IXC,A20N (VT-RTJ),2025-07-24 06:00:00,2025-07-24 06:07:00,2025-07-24 08:10:00,2025-07-24 08:01:00,7.0,-9.0,6,Thursday,,,,0.0
2025-07-19, ,Mumbai (BOM),Bhuj (BHJ),BOM,BHJ,A20N (VT-RTK),2025-07-19 06:50:00,2025-07-19 06:59:00,2025-07-19 08:05:00,2025-07-19 08:00:00,9.0,-5.0,6,Saturday,2025-07-21 06:49:00,14.0,2809.0,0.0
2025-07-21, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-RTK),2025-07-21 06:35:00,2025-07-21 06:49:00,2025-07-21 08:30:00,2025-07-21 08:06:00,14.0,-24.0,6,Monday,,,,0.0
2025-07-23, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A20N (VT-RTL),2025-07-23 06:50:00,2025-07-23 07:13:00,2025-07-23 08:55:00,2025-07-23 08:59:00,23.0,4.0,6,Wednesday,2025-07-24 06:39:00,4.0,1300.0,0.0
2025-07-24, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-RTL),2025-07-24 06:35:00,2025-07-24 06:39:00,2025-07-24 08:30:00,2025-07-24 07:58:00,4.0,-32.0,6,Thursday,,,,0.0
2025-07-19, ,Mumbai (BOM),Bangkok (BKK),BOM,BKK,A20N (VT-RTN),2025-07-19 07:45:00,2025-07-19 08:06:00,2025-07-19 13:35:00,2025-07-19 13:45:00,21.0,10.0,7,Saturday,2025-07-20 06:33:00,-2.0,1008.0,0.0
2025-07-20, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-RTN),2025-07-20 06:35:00,2025-07-20 06:33:00,2025-07-20 08:30:00,2025-07-20 07:55:00,-2.0,-35.0,6,Sunday,2025-07-22 07:15:00,40.0,2840.0,0.0
2025-07-22, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-RTN),2025-07-22 06:35:00,2025-07-22 07:15:00,2025-07-22 08:30:00,2025-07-22 08:35:00,40.0,5.0,6,Tuesday,2025-07-23 06:45:00,10.0,1330.0,0.0
2025-07-23, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-RTN),2025-07-23 06:35:00,2025-07-23 06:45:00,2025-07-23 08:30:00,2025-07-23 08:08:00,10.0,-22.0,6,Wednesday,,,,0.0
2025-07-22, ,Mumbai (BOM),Bangkok (BKK),BOM,BKK,A20N (VT-RTS),2025-07-22 07:45:00,2025-07-22 08:16:00,2025-07-22 13:35:00,2025-07-22 13:58:00,31.0,23.0,7,Tuesday,2025-07-24 07:05:00,15.0,2467.0,0.0
2025-07-24, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A20N (VT-RTS),2025-07-24 06:50:00,2025-07-24 07:05:00,2025-07-24 08:55:00,2025-07-24 08:47:00,15.0,-8.0,6,Thursday,2025-07-25 08:21:00,36.0,1414.0,0.0
2025-07-25, ,Mumbai (BOM),Bangkok (BKK),BOM,BKK,A20N (VT-RTS),2025-07-25 07:45:00,2025-07-25 08:21:00,2025-07-25 13:35:00,2025-07-25 13:58:00,36.0,23.0,7,Friday,,,,0.0
2025-07-19, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A20N (VT-RTT),2025-07-19 07:00:00,2025-07-19 07:28:00,2025-07-19 08:40:00,2025-07-19 08:33:00,28.0,-7.0,7,Saturday,2025-07-20 08:12:00,27.0,1419.0,0.0
2025-07-20, ,Mumbai (BOM),Bangkok (BKK),BOM,BKK,A20N (VT-RTT),2025-07-20 07:45:00,2025-07-20 08:12:00,2025-07-20 13:35:00,2025-07-20 13:47:00,27.0,12.0,7,Sunday,,,,0.0
2025-07-19, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A20N (VT-RTU),2025-07-19 06:50:00,2025-07-19 07:12:00,2025-07-19 08:55:00,2025-07-19 08:52:00,22.0,-3.0,6,Saturday,2025-07-20 06:58:00,8.0,1326.0,0.0
2025-07-20, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A20N (VT-RTU),2025-07-20 06:50:00,2025-07-20 06:58:00,2025-07-20 08:55:00,2025-07-20 08:39:00,8.0,-16.0,6,Sunday,2025-07-21 08:01:00,16.0,1402.0,0.0
2025-07-21, ,Mumbai (BOM),Bangkok (BKK),BOM,BKK,A20N (VT-RTU),2025-07-21 07:45:00,2025-07-21 08:01:00,2025-07-21 13:35:00,2025-07-21 13:46:00,16.0,11.0,7,Monday,2025-07-22 07:30:00,90.0,1064.0,0.0
2025-07-22, ,Mumbai (BOM),Chandigarh (IXC),BOM,IXC,A20N (VT-RTU),2025-07-22 06:00:00,2025-07-22 07:30:00,2025-07-22 08:10:00,2025-07-22 09:20:00,90.0,70.0,6,Tuesday,,,,0.0
2025-07-25, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-RTX),2025-07-25 06:35:00,2025-07-25 06:39:00,2025-07-25 08:30:00,2025-07-25 07:56:00,4.0,-34.0,6,Friday,,,,0.0
2025-07-24, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNB),2025-07-24 07:45:00,2025-07-24 08:12:00,2025-07-24 09:55:00,2025-07-24 09:58:00,27.0,3.0,7,Thursday,,,,0.0
2025-07-22, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNE),2025-07-22 08:45:00,2025-07-22 09:07:00,2025-07-22 10:55:00,2025-07-22 11:14:00,22.0,19.0,8,Tuesday,2025-07-23 06:53:00,13.0,1179.0,0.0
2025-07-23, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNE),2025-07-23 06:40:00,2025-07-23 06:53:00,2025-07-23 08:45:00,2025-07-23 08:41:00,13.0,-4.0,6,Wednesday,,,,0.0
2025-07-23, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-TNH),2025-07-23 07:40:00,2025-07-23 07:51:00,2025-07-23 09:45:00,2025-07-23 09:15:00,11.0,-30.0,7,Wednesday,,,,0.0
2025-07-19, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNI),2025-07-19 06:40:00,2025-07-19 06:52:00,2025-07-19 08:45:00,2025-07-19 08:36:00,12.0,-9.0,6,Saturday,2025-07-20 07:55:00,10.0,1399.0,0.0
2025-07-20, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNI),2025-07-20 07:45:00,2025-07-20 07:55:00,2025-07-20 09:55:00,2025-07-20 09:40:00,10.0,-15.0,7,Sunday,2025-07-25 08:03:00,18.0,7103.0,0.0
2025-07-25, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNI),2025-07-25 07:45:00,2025-07-25 08:03:00,2025-07-25 09:55:00,2025-07-25 09:49:00,18.0,-6.0,7,Friday,,,,0.0
